State,dw_code,party_x,party_y,Metro Area,County (may overlap with multiple counties),benchmark_60.60_85k_eptc,benchmark_40_32k_eptc,benchmark_60.60_85k_no_eptc,benchmark_40_32k_no_eptc,last_name,first_name,birthday,gender,fullname,BACH_PLUS_pct,FOREIGN_BORN_pct,stdis_y,Congressional District,Total population,Median Household Income,Male,Female,Sex ratio (males per 100 females),Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),One race,Two or More Races,One race - White,One race - Black or African American,One race - American Indian and Alaska Native,One race - Asian,One race - Native Hawaiian and Other Pacific Islander,Hispanic or Latino (of any race),Not Hispanic or Latino,Not Hispanic or Latino - White alone,Not Hispanic or Latino - Black or African American alone,Not Hispanic or Latino - American Indian and Alaska Native alone,Not Hispanic or Latino - Asian alone,Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino - Some Other Race alone,Not Hispanic or Latino - Two or More Races,Total housing units,Harris,Trump2024,Total2024,Harris5,Trump%,Margin,Biden,Trump2020,Total2020,Biden%,Trump2020%,Margin2020,PctBachelors+,STATEFP,district,GEOID
New York,NY11,R,Republican,"New York-Newark-Jersey City, NY-NJ",Kings County,602.08,,1988.46,,Malliotakis,Nicole,11/11/80,F,Nicole Malliotakis,0.364,0.3395,NY11,New York 11,753792,89683,369642,384150,96.2,41786,44076,47805,44750,42509,99066,98422,100511,51629,52323,77219,37770,15926,40.8,691181,62611,433913,54959,5063,146292,239,140393,613399,394804,49369,1391,145425,95,4330,17985,287737,100628,167092,272725,36.90%,61.27%,-24.37%,"134,698","157,208","294,600",45.72%,53.36%,-7.64%,35.3,36,11,3611
New York,NY12,D,Democrat,"New York-Newark-Jersey City, NY-NJ",New York County,602.08,,1988.46,,Nadler,Jerrold,6/13/47,M,Jerrold Nadler,0.7923,0.264,NY12,New York 12,716964,147255,340077,376887,90.2,30531,22724,23359,23098,36803,156672,104591,86406,42856,42428,77173,49080,21243,40.6,657933,59031,498009,34828,1132,93481,519,81301,635663,475444,32364,570,93017,442,5661,28165,472565,273954,58314,339053,80.80%,17.20%,63.60%,"291,127","47,209","341,717",85.20%,13.82%,71.38%,82.3,36,12,3612
New York,NY13,D,Democrat,"New York-Newark-Jersey City, NY-NJ",New York County,602.08,,1988.46,,Espaillat,Adriano,9/27/54,M,Adriano Espaillat,0.344,0.3671,NY13,New York 13,786215,54087,374596,411619,91,43359,39476,44068,42293,55403,143193,114879,99313,47598,45885,64340,32957,13451,36.8,671172,115043,169527,216379,7985,41720,503,405212,381003,124509,186718,995,41125,68,6161,21427,334836,188808,46800,239540,78.82%,19.54%,59.28%,"242,303","30,463","274,962",88.12%,11.08%,77.04%,35.5,36,13,3613
New York,NY14,D,Democrat,"New York-Newark-Jersey City, NY-NJ",Bronx County,602.08,,1988.46,,Ocasio-Cortez,Alexandria,10/13/89,F,Alexandria Ocasio-Cortez,0.2765,0.4008,NY14,New York 14,720139,68421,358399,361740,99.1,44053,39938,44121,41671,45981,121939,101551,88059,44530,39881,62540,32972,12903,37,628609,91530,182050,137102,6906,80420,925,373519,346620,125983,117666,1290,78962,340,6738,15641,289382,131879,67385,203123,64.93%,33.17%,31.75%,"178,061","50,782","230,638",77.20%,22.02%,55.19%,27.1,36,14,3614
New York,NY15,D,Democrat,"New York-Newark-Jersey City, NY-NJ",Bronx County,602.08,,1988.46,,Torres,Ritchie,3/12/88,M,Ritchie Torres,0.2179,0.3713,NY15,New York 15,751612,45635,350985,400627,87.6,50508,52054,56487,52555,50763,114369,96264,91150,48078,40676,56701,29528,12479,34.9,649362,102250,122021,273080,9868,22239,1271,406458,345154,69631,231181,1973,21026,574,6125,14644,295346,137445,47283,186840,73.56%,25.31%,48.26%,"184,830","31,368","217,537",84.96%,14.42%,70.55%,22.4,36,15,3615
New York,NY16,D,Democrat,"New York-Newark-Jersey City, NY-NJ",Westchester County,602.08,,1988.46,,Latimer,George,11/22/53,M,George Latimer,0.473,0.3023,NY16,New York 16,776130,104787,373216,402914,92.6,43019,45308,50854,51600,46162,95493,103497,105651,50527,51006,73984,39176,19853,40.5,686421,89709,345305,168872,4933,49108,25,225989,550141,309518,156579,1546,48277,18,10998,23205,303673,216167,108141,326298,66.25%,33.14%,33.11%,"240,156","91,069","334,406",71.82%,27.23%,44.58%,47.5,36,16,3616
New York,NY17,R,Republican,"New York-Newark-Jersey City, NY-NJ",Rockland County,602.08,,1931.82,,Lawler,Michael,9/9/86,M,Michael Lawler,0.4849,0.2013,NY17,New York 17,775107,125810,385995,389112,99.2,50589,50295,55576,52964,47353,83614,92032,100373,54974,53413,76118,39758,18048,40.1,706043,69064,528485,61421,2713,37825,203,157178,617929,497802,57076,450,37174,144,5033,20250,276854,194302,192139,389343,49.91%,49.35%,0.56%,"210,419","171,537","386,305",54.47%,44.40%,10.07%,50.6,36,17,3617
New York,NY18,D,Democrat,"Kiryas Joel-Poughkeepsie-Newburgh, NY",Orange County,602.09,,1716.46,,Ryan,Patrick,3/28/82,M,Patrick Ryan,0.3456,0.1232,NY18,New York 18,781059,93417,387773,393286,98.6,44189,45903,49335,56863,55576,95913,96486,99417,54140,53795,76592,37333,15517,39.5,699647,81412,528475,83294,6492,22693,346,147424,633635,494533,77804,610,22248,179,6041,32220,309200,190672,178297,371412,51.34%,48.01%,3.33%,"196,151","163,003","364,815",53.77%,44.68%,9.09%,35.9,36,18,3618
New York,NY19,D,Democrat,"Ithaca, NY",Tompkins County,602.09,,1689.32,,Riley,Josh,1/21/81,M,Josh Riley,0.336,0.0791,NY19,New York 19,773744,68506,386904,386840,100,35176,36448,41448,60921,66383,86140,86049,88939,53199,59039,93211,46986,19805,41.8,724815,48929,645406,30817,1681,26584,229,52378,721366,631914,28197,616,26443,229,4093,29874,401472,194147,187279,384909,50.44%,48.66%,1.78%,"196,149","179,038","382,878",51.23%,46.76%,4.47%,35.0,36,19,3619
New York,NY20,D,Democrat,"Albany-Schenectady-Troy, NY",Saratoga County,602.09,,1505.09,,Tonko,Paul,6/18/49,M,Paul Tonko,0.4079,0.0987,NY20,New York 20,780015,84757,382549,397466,96.2,38421,42222,42499,53534,62732,102645,97548,94221,53020,52630,83105,40180,17258,39.9,725309,54706,593166,69376,1489,41031,363,50139,729876,580419,64644,606,40671,329,5395,37812,362653,211181,158272,373934,56.48%,42.33%,14.15%,"224,446","151,042","383,264",58.56%,39.41%,19.15%,42.3,36,20,3620
New York,NY21,R,Republican,"Plattsburgh, NY",Clinton County,602.09,,1605.72,,Stefanik,Elise,7/2/84,F,Elise Stefanik,0.2487,0.04,NY21,New York 21,772318,71346,393106,379212,103.7,38925,41244,45008,49569,51208,92538,91163,93859,55309,59435,92890,43677,17493,42.2,736984,35334,693588,17672,4758,8025,477,33537,738781,682785,16222,4305,7959,464,3248,23798,402726,140758,214512,357087,39.42%,60.07%,-20.65%,"146,580","202,300","355,821",41.19%,56.85%,-15.66%,27.3,36,21,3621
New York,NY22,D,Democrat,"Utica-Rome, NY",Oneida County,602.08,,1460.87,,Mannion,John,7/8/68,M,John Mannion,0.3363,0.0846,NY22,New York 22,769228,73121,377202,392026,96.2,41852,43649,47803,54751,51019,96474,91202,90319,51700,56750,83845,41221,18643,40.1,719251,49977,607310,64855,3126,28977,388,44414,724814,596015,61077,2383,28926,192,2894,33327,347806,194091,166358,362520,53.54%,45.89%,7.65%,"202,853","160,638","371,578",54.59%,43.23%,11.36%,35.8,36,22,3622
New York,NY23,R,Republican,"Buffalo-Cheektowaga, NY",Erie County,602.09,,1317.05,,Langworthy,Nicholas,2/27/81,M,Nicholas Langworthy,0.2954,0.032,NY23,New York 23,772644,70756,383836,388808,98.7,39638,44821,45409,48374,42649,86318,88432,95602,58014,62147,94851,46359,20030,44,741190,31454,698721,19107,4655,7239,212,29226,743418,689128,17910,4027,7189,199,2590,22375,373705,154446,237489,395169,39.08%,60.10%,-21.01%,"160,038","232,952","401,042",39.91%,58.09%,-18.18%,30.8,36,23,3623
New York,NY24,R,Republican,"Auburn, NY",Cayuga County,602.08,,1457.48,,Tenney,Claudia,2/4/61,F,Claudia Tenney,0.2501,0.0336,NY24,New York 24,774291,71020,390005,384286,101.5,39950,44119,46168,48763,47857,93480,91244,94424,57877,59390,91508,42541,16970,42.1,734994,39297,692966,20997,1669,7105,146,32779,741512,682453,19734,1035,7007,81,2711,28491,369068,143256,229987,375663,38.13%,61.22%,-23.09%,"146,388","222,914","377,792",38.75%,59.00%,-20.26%,26.7,36,24,3624
New York,NY25,D,Democrat,"Rochester, NY",Monroe County,602.08,,1559.32,,Morelle,Joseph,4/29/57,M,Joseph Morelle,0.4085,0.0906,NY25,New York 25,771436,74115,374573,396863,94.4,40695,42115,47090,52420,50249,106405,94344,90613,53725,52194,82866,40071,18649,39.6,719059,52377,552497,110679,1184,28766,611,74475,696961,530903,104571,632,28157,234,2737,29727,346384,220540,151196,375956,58.66%,40.22%,18.44%,"231,293","150,712","390,473",59.23%,38.60%,20.64%,40.1,36,25,3625
New York,NY26,D,Democrat,"Buffalo-Cheektowaga, NY",Erie County,602.09,,1264.75,,Kennedy,Timothy,10/20/76,M,Timothy Kennedy,0.3429,0.0938,NY26,New York 26,771795,64316,373905,397890,94,41836,44165,43072,50115,53471,114300,95403,86260,51697,51945,82769,38220,18542,38.6,723440,48355,531076,124086,2758,42955,148,56710,715085,517534,119939,2184,42731,133,2623,29941,365342,200098,134624,339786,58.89%,39.62%,19.27%,"218,507","129,475","354,198",61.69%,36.55%,25.14%,35.6,36,26,3626
North Carolina,NC01,D,Democrat,"Greenville, NC",Pitt County,602.09,58.13,3365.47,180.26,Davis,Donald,8/29/71,M,Donald Davis,0.1915,0.0488,NC01,North Carolina 01,750075,54958,362323,387752,93.4,41224,42707,47699,50357,53335,93300,86548,88632,52007,50405,87423,41277,15161,40.4,712360,37715,364955,303867,5257,7178,282,54534,695541,355311,301765,3999,7079,186,2325,24876,357274,182919,194701,380609,48.06%,51.16%,-3.10%,"195,535","189,037","387,749",50.43%,48.75%,1.68%,24.7,37,1,3701
North Carolina,NC02,D,Democrat,"Raleigh-Cary, NC",Wake County,602.08,58.13,2597.16,180.27,Ross,Deborah,6/20/63,F,Deborah Ross,0.5291,0.143,NC02,North Carolina 02,753587,102125,367618,385969,95.2,43323,47273,47706,51517,47571,113468,114466,106407,46490,40451,58003,26731,10181,37.2,693456,60131,445505,134751,1923,75084,207,83843,669744,429090,131775,1071,74936,197,4550,28125,328398,271376,132352,410662,66.08%,32.23%,33.85%,"274,375","129,374","410,264",66.88%,31.53%,35.34%,60.0,37,2,3702
North Carolina,NC03,R,Republican,"Jacksonville, NC",Onslow County,602.09,58.13,3352.57,180.27,Murphy,Gregory,3/5/63,M,Gregory Murphy,0.2691,0.0619,NC03,North Carolina 03,752729,63275,384135,368594,104.2,46197,45758,46762,49094,67184,97878,85956,82500,45337,50850,81927,39902,13384,37.5,691075,61654,510695,132486,4290,9721,747,87370,665359,485954,130562,3175,9484,700,2713,32771,384987,147424,230887,381786,38.61%,60.48%,-21.86%,"148,669","211,944","365,705",40.65%,57.95%,-17.30%,26.1,37,3,3703
North Carolina,NC04,D,Democrat,"Durham-Chapel Hill, NC",Durham County,602.08,58.13,2653.35,180.26,Foushee,Valerie,5/7/56,F,Valerie Foushee,0.5923,0.1677,NC04,North Carolina 04,752243,75224,362795,389448,93.2,41200,39916,46235,56064,57528,111005,96853,92886,47152,45528,72377,33369,12130,37.4,695881,56362,424371,187441,3655,31992,466,100543,651700,399927,185424,1568,31929,445,3153,29254,330170,312671,115458,435313,71.83%,26.52%,45.30%,"303,300","109,913","418,781",72.42%,26.25%,46.18%,45.3,37,4,3704
North Carolina,NC05,R,Republican,"Hickory-Lenoir-Morganton, NC",Caldwell County,602.08,58.14,2495.74,180.27,Foxx,Virginia,6/29/43,F,Virginia Foxx,0.2588,0.068,NC05,North Carolina 05,749232,58753,364146,385086,94.6,37226,41168,45110,52758,52549,89042,84384,95617,51243,53014,86426,43976,16719,41.6,702579,46653,574216,88623,2185,9942,437,76955,672277,551996,86799,1219,9744,437,2418,19664,368765,165367,237737,407131,40.62%,58.39%,-17.78%,"167,159","228,749","400,206",41.77%,57.16%,-15.39%,29.4,37,5,3705
North Carolina,NC06,R,Republican,"Greensboro-High Point, NC",Guilford County,602.08,58.14,2443.84,180.27,McDowell,Addison,1/21/94,M,Addison McDowell,0.2903,0.0922,NC06,North Carolina 06,750506,64864,360295,390211,92.3,41675,44389,48813,58270,51882,97222,90621,95406,49033,48129,75108,36044,13914,38.8,697396,53110,399560,232714,3234,30058,269,75414,675092,381262,229074,1377,29951,188,4414,28826,329645,159318,226306,390326,40.82%,57.98%,-17.16%,"157,028","218,931","380,748",41.24%,57.50%,-16.26%,34.8,37,6,3706
North Carolina,NC07,R,Republican,"Wilmington, NC",Brunswick County,602.08,58.13,2877.47,180.27,Rouzer,David,2/16/72,M,David Rouzer,0.3144,0.0598,NC07,North Carolina 07,765878,64103,370196,395682,93.6,40345,41921,47231,48165,49873,90912,91362,91616,50651,56809,98507,44688,13798,41.9,721778,44100,490000,136979,52332,8421,357,62045,703833,475926,135264,50710,8198,329,3662,29744,383453,188984,250257,443261,42.63%,56.46%,-13.82%,"182,079","227,837","415,038",43.87%,54.90%,-11.03%,32.1,37,7,3707
North Carolina,NC08,R,Republican,"Charlotte-Concord-Gastonia, NC-SC",Union County,602.08,58.14,2630.37,180.27,Harris,Mark,4/24/66,M,Mark Harris,0.335,0.0895,NC08,North Carolina 08,757161,71349,374131,383030,97.7,41918,47050,53695,53373,45914,87707,93800,105632,53704,49125,75139,37658,12446,40.4,707086,50075,547760,104282,3539,17804,422,78494,678667,528396,102745,1642,17787,384,2537,25176,314179,162688,241935,408938,39.78%,59.16%,-19.38%,"160,797","231,207","396,368",40.57%,58.33%,-17.76%,27.1,37,8,3708
North Carolina,NC09,R,Republican,"Fayetteville, NC",Cumberland County,602.08,58.14,2551.21,180.27,Hudson,Richard,11/4/71,M,Richard Hudson,0.2717,0.0828,NC09,North Carolina 09,754471,64346,375660,378811,99.2,50678,50912,48946,46727,54680,109292,93704,85838,43767,45396,72511,39024,12996,36.4,689468,65003,450538,174348,11261,13713,1479,98748,655723,420942,169762,10163,13139,1349,4425,35943,323473,158667,219161,381829,41.55%,57.40%,-15.84%,"157,590","209,219","371,496",42.42%,56.32%,-13.90%,29.5,37,9,3709
North Carolina,NC10,R,Republican,"Hickory-Lenoir-Morganton, NC",Burke County,602.09,58.14,2518.24,180.27,Harrigan,Pat,6/21/87,M,Pat Harrigan,0.3034,0.0805,NC10,North Carolina 10,757806,65827,374761,383045,97.8,40407,44627,47137,47126,44085,91726,89152,104535,54632,53878,84228,42291,13982,42.3,713414,44392,594660,72398,3020,17219,216,60941,696865,578176,71548,876,17016,184,2830,26235,332917,168721,242317,415176,40.64%,58.36%,-17.73%,"164,107","227,817","396,712",41.37%,57.43%,-16.06%,26.5,37,10,3710
North Carolina,NC11,R,Republican,"Asheville, NC",Buncombe County,602.08,58.13,3028.57,180.26,Edwards,Charles (Chuck),9/13/60,M,Charles (Chuck) Edwards,0.3348,0.0571,NC11,North Carolina 11,752083,63021,366109,385974,94.9,33183,37696,38784,43401,39990,87549,90085,92274,51503,56410,106058,55413,19737,45.5,705780,46303,643259,26781,10659,7094,285,57991,694092,628333,26105,9529,6959,270,2402,20494,404229,196320,238092,439574,44.66%,54.16%,-9.50%,"189,675","237,262","432,661",43.84%,54.84%,-11.00%,36.3,37,11,3711
North Carolina,NC12,D,Democrat,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,602.08,58.14,2626.02,180.27,Adams,Alma,5/27/46,F,Alma Adams,0.434,0.182,NC12,North Carolina 12,754074,77079,363577,390497,93.1,45840,48857,53303,54672,49769,112607,107723,103245,45238,41882,58561,24186,8191,36,700184,53890,327562,262607,2753,41759,191,114373,639701,306876,259756,838,41524,185,3662,26860,312101,254841,91752,352991,72.19%,25.99%,46.20%,"262,552","85,335","352,999",74.38%,24.17%,50.20%,42.2,37,12,3712
North Carolina,NC13,R,Republican,"Raleigh-Cary, NC",Wake County,602.08,58.13,2616.14,180.27,Knott,Brad,4/17/86,M,Brad Knott,0.2907,0.0757,NC13,North Carolina 13,774071,83964,382210,391861,97.5,45464,51805,58731,53426,45972,102213,109072,106708,49265,45715,67034,29152,9514,37.8,713770,60301,479619,163555,4230,21417,386,103123,670948,455099,161626,2068,21167,317,3521,27150,307127,175125,245091,424917,41.21%,57.68%,-16.47%,"158,090","225,142","388,665",40.68%,57.93%,-17.25%,37.7,37,13,3713
North Carolina,NC14,R,Republican,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,602.08,58.14,2733.12,180.27,Moore,Tim,10/2/70,M,Tim Moore,0.3349,0.0858,NC14,North Carolina 14,760424,85709,369931,390493,94.7,49633,47838,47762,44160,44944,131535,111900,99156,44809,40826,58133,27925,11803,36.2,686848,73576,442887,157497,2535,42442,409,104376,656048,421997,155103,1246,41807,377,3505,32013,338477,170950,232364,407378,41.96%,57.04%,-15.08%,"163,279","227,014","394,744",41.36%,57.51%,-16.15%,50.9,37,14,3714
North Dakota,ND00,R,Republican,"Fargo, ND-MN",Cass County,602.08,58.14,2394.49,180.27,Fedorchak,Julie,9/28/68,F,Julie Fedorchak,0.3143,0.0545,ND00,North Dakota 00,779361,75949,399126,380235,105,51372,52229,52194,52874,61543,111752,101078,78491,44371,47337,73010,35739,17371,35.7,738405,40956,653820,25209,34916,12187,1127,34963,744398,643154,24712,33310,12004,1114,1909,28195,374866,112327,246505,365059,30.77%,67.52%,-36.76%,"114,902","235,595","359,890",31.93%,65.46%,-33.54%,31.8,38,0,3800
Ohio,OH01,D,Democrat,"Cincinnati, OH-KY-IN",Warren County,602.08,58.13,2052.65,180.27,Landsman,Greg,12/4/76,M,Greg Landsman,0.4508,0.0773,OH01,Ohio 01,788977,78497,389165,399812,97.3,47139,48552,52575,55920,52341,115121,103786,94290,48065,49978,74288,32457,14465,37,744257,44720,548746,146634,866,33968,310,35362,753615,538043,145461,371,33768,221,5079,30672,354524,211031,185646,400601,52.68%,46.34%,6.34%,"220,131","185,305","411,737",53.46%,45.01%,8.46%,46.6,39,1,3901
Ohio,OH02,R,Republican,"Chillicothe, OH",Ross County,602.08,58.14,2154.57,180.27,Taylor,David,11/16/69,M,David Taylor,0.2031,0.016,OH02,Ohio 02,786699,64929,393573,393126,100.1,44363,48230,51134,50079,44625,95989,97626,101341,54916,55386,86855,41570,14585,41.1,759604,27095,733455,15092,866,4817,224,12343,774356,728375,14837,589,4672,224,2199,23460,341391,97847,278070,378772,25.83%,73.41%,-47.58%,"100,787","272,326","378,189",26.65%,72.01%,-45.36%,21.1,39,2,3902
Ohio,OH03,D,Democrat,"Columbus, OH",Franklin County,602.08,58.13,2351.94,180.26,Beatty,Joyce,3/12/50,F,Joyce Beatty,0.4424,0.1369,OH03,Ohio 03,785542,70890,384571,400971,95.9,51980,48306,47689,53974,59918,140558,109729,85145,42625,42166,63543,28042,11867,34.2,724486,61056,436669,221544,2163,41696,90,52000,733542,427153,219997,380,41515,90,4197,40210,358381,249335,105193,358198,69.61%,29.37%,40.24%,"271,653","104,526","381,877",71.14%,27.37%,43.76%,45.4,39,3,3903
Ohio,OH04,R,Republican,"Columbus, OH",Delaware County,602.08,58.13,2380.66,180.27,Jordan,Jim,2/17/64,M,Jim Jordan,0.2817,0.0397,OH04,Ohio 04,792206,76157,399849,392357,101.9,46174,49634,55856,53176,46378,94060,103054,102028,52385,51179,82964,39711,15607,40.1,753890,38316,686711,35357,807,22924,280,20880,771326,680350,34850,586,22786,257,3142,29355,333885,126919,276526,407004,31.18%,67.94%,-36.76%,"125,753","268,732","400,793",31.38%,67.05%,-35.67%,29.8,39,4,3904
Ohio,OH05,R,Republican,"Cleveland, OH",Lorain County,602.09,58.13,2143.71,180.27,Latta,Robert,4/18/56,M,Robert Latta,0.24,0.0255,OH05,Ohio 05,786317,69096,391221,395096,99,44498,48128,50934,54457,52633,91765,92892,96270,54139,53327,87614,41566,18094,40.6,736864,49453,682752,30176,1508,7616,321,59169,727148,662607,28919,626,7370,241,1887,25498,342645,138272,254181,396079,34.91%,64.17%,-29.26%,"142,103","248,389","396,658",35.83%,62.62%,-26.80%,25.9,39,5,3905
Ohio,OH06,R,Republican,"Youngstown-Warren, OH",Mahoning County,602.08,58.13,2224.39,180.27,Rulli,Michael,3/11/69,M,Michael Rulli,0.2015,0.018,OH06,Ohio 06,781400,59527,391052,390348,100.2,40799,42657,46382,47420,43949,90487,89086,96774,56474,58854,99965,47155,21398,43.8,747928,33472,684968,48275,1138,4469,179,25424,755976,677151,47016,413,4367,179,2533,24317,365101,125146,253662,381790,32.78%,66.44%,-33.66%,"139,489","254,100","399,031",34.96%,63.68%,-28.72%,22.2,39,6,3906
Ohio,OH07,R,Republican,"Cleveland, OH",Medina County,602.09,58.14,2078.46,180.27,Miller,Max,11/13/88,M,Max Miller,0.3705,0.0738,OH07,Ohio 07,782342,84593,385747,396595,97.3,42311,44982,48228,48441,41758,89205,94062,99492,55179,58045,94640,46434,19565,43.2,743822,38520,683833,25866,985,24035,178,32379,749963,674417,24949,518,23805,151,1893,24230,335687,185110,229613,418212,44.26%,54.90%,-10.64%,"192,588","232,245","429,982",44.79%,54.01%,-9.22%,38.8,39,7,3907
Ohio,OH08,R,Republican,"Cincinnati, OH-KY-IN",Butler County,602.08,58.13,2095.27,180.27,Davidson,Warren,3/1/70,M,Warren Davidson,0.2967,0.0599,OH08,Ohio 08,784950,77449,384729,400221,96.1,47872,52423,54399,54194,52548,95135,95719,93254,52896,53098,80214,37511,15687,38.6,738250,46700,598854,102554,803,21733,483,37922,747028,586860,101819,307,21627,483,2700,33232,323447,147411,240026,390902,37.71%,61.40%,-23.69%,"153,374","241,662","400,865",38.26%,60.29%,-22.02%,30.7,39,8,3908
Ohio,OH09,D,Democrat,"Toledo, OH",Lucas County,602.09,58.13,2193.98,180.26,Kaptur,Marcy,6/17/46,F,Marcy Kaptur,0.2654,0.0344,OH09,Ohio 09,783014,65077,384205,398809,96.3,44568,47949,49930,50486,46538,101017,93748,93738,52255,55650,89091,42364,15680,40.4,732042,50972,606918,94276,1638,10826,335,58231,724783,588573,92259,627,10664,261,2765,29634,373279,174641,200020,378201,46.18%,52.89%,-6.71%,"186,080","197,465","390,202",47.69%,50.61%,-2.92%,27.5,39,9,3909
Ohio,OH10,R,Republican,"Dayton-Kettering-Beavercreek, OH",Greene County,602.08,58.14,2389.45,180.27,Turner,Michael,1/11/60,M,Michael Turner,0.3105,0.0563,OH10,Ohio 10,784850,66752,381454,403396,94.6,45935,48491,48168,52442,53116,105734,94073,89596,51416,52414,84091,42753,16621,38.8,733027,51823,572952,130167,1195,16897,450,30238,754612,564953,129489,572,16852,295,3325,39126,361675,176357,198058,378164,46.64%,52.37%,-5.74%,"185,657","199,447","391,739",47.39%,50.91%,-3.52%,33.2,39,10,3910
Ohio,OH11,D,Democrat,"Cleveland, OH",Cuyahoga County,602.09,58.14,2030.98,180.27,Brown,Shontel,6/24/75,F,Shontel Brown,0.3166,0.0703,OH11,Ohio 11,776190,51572,367364,408826,89.9,43302,45001,46504,46328,51875,123523,95816,85780,48749,54210,79875,38114,17113,38.1,721456,54734,337641,339870,1912,19724,209,60171,716019,323337,336121,592,19582,114,4927,31346,405210,247406,70879,320576,77.18%,22.11%,55.07%,"280,537","74,103","358,397",78.28%,20.68%,57.60%,34.2,39,11,3911
Ohio,OH12,R,Republican,"Columbus, OH",Fairfield County,602.08,58.13,2424.42,180.26,Balderson,Troy,1/16/62,M,Troy Balderson,0.2652,0.0306,OH12,Ohio 12,792715,73990,393356,399359,98.5,45555,49005,54186,57643,54698,92866,96880,98745,54219,52472,83365,38541,14540,39.5,759620,33095,708676,29895,574,14086,242,16301,776414,702737,29738,387,14015,242,2554,26741,327464,129821,257804,390981,33.20%,65.94%,-32.73%,"131,512","251,592","389,032",33.80%,64.67%,-30.87%,27.3,39,12,3912
Ohio,OH13,D,Democrat,"Akron, OH",Summit County,602.08,58.13,2113.1,180.26,Sykes,Emilia,1/4/86,F,Emilia Sykes,0.3246,0.0517,OH13,Ohio 13,783863,69439,381902,401961,95,42284,46857,46659,46838,46900,101628,95875,94614,54577,55491,91091,42247,18802,41.4,735710,48153,606237,97570,887,24644,186,22498,761365,598866,96451,454,24574,175,2772,38073,358563,195964,195781,395335,49.57%,49.52%,0.05%,"205,953","194,497","406,190",50.70%,47.88%,2.82%,34.8,39,13,3913
